dye_raw,eco_class,record_count,avg_pce_percent,max_pce_percent,avg_jsc,avg_voc,avg_ff,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
Y123 / YD2-o-C8,metal_free_candidate_uncertain,1,12.3,12.3,17.66,935.0,0.74,,,TiO2,,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C5NR02433A,Recent advances in alternative counter electrode materials for Co-mediated dye-sensitized solar cells 
C258 + C239,metal_free_candidate_uncertain,4,11.7,12.2,8.62,827.25,0.7585,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3EE42331J,Design of high-efficiency organic dyes for titania solar cells based on the chromophoric core of cyclopentadithiophene-benzothiadiazole  
YD2-o-C8 + Y123,metal_free_candidate_uncertain,3,4.6093,12.0,6.496,0.921,0.856,,,SnO2,iodide/triiodide,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C2EE23081J; 10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights  | Recent developments in redox electrolytes for dye -sensitized solar cells 
TKU-5,metal_free_candidate_uncertain,3,8.86,12.0,3.2977,0.6067,0.6867,,,,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2018.04.048,Rational design of cost-effective dyes for high performance dye-sensitized cells in indoor light environments
SM371,metal_free_candidate_uncertain,1,12.0,12.0,,0.96,0.79,,,TiO2,I−/I3−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C7NR08350E,"Nanoarchitectures in dye-sensitized solar cells: metal oxides, oxide perovskites and carbon-based materials "
AN-11,metal_free_candidate_uncertain,14,11.6,11.94,57.2,1.045,0.645,,,TiO2,,ITO,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.cclet.2019.08.022; 10.1039/C7TA09322E,"A large, ultra-black, efficient and cost-effective dye-sensitized solar module approaching 12% overall efficiency under 1000 lux indoor light   | Recent progress of thin-film photovoltaics for indoor application"
TUS-38,metal_free_candidate_uncertain,3,11.26,11.88,23.6233,0.68,0.7007,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C5TA10393B,Highly efficient dye-sensitized solar cells based on a ruthenium sensitizer bearing a hexylthiophene modified terpyridine ligand  
SGT - 137,metal_free_candidate_uncertain,2,11.1,11.84,17.77,850.75,73.59,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
WS-72,metal_free_organic_candidate,7,11.2714,11.7,11.0714,153.7443,0.7829,"(E)-3-(6-(8-(4-(bis(2',4'-bis(hexyloxy)-[1,1'-biphenyl]-4-yl)amino)phenyl)-2,3-bis(4-(hexyloxy)phenyl)quinoxalin-5-yl)-4,4-dihexyl-4H-cyclopenta[2,1-b:3,4-b']dithiophen-2-yl)-2-cyanoacrylic acid",CCCCCCOc1ccc(cc1)c2nc3c(ccc(c4ccc(cc4)N(c5ccc(cc5)c6ccc(OCCCCCC)cc6OCCCCCC)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC)c3nc2c9ccc(OCCCCCC)cc9)c%10sc%11c%12sc(\C=C(C#N)\C(O)=O)cc%12C(CCCCCC)(CCCCCC)c%11c%10,TiO2,,,elsevier; rsc,metal_free_smiles_screen; organic_keyword:cyanoacrylic,10.1016/j.solener.2019.10.061; 10.1039/C8EE00661J; 10.1039/C8TC03542C,Comprehensive control of voltage loss enables 11.7% efficient solid-state dye-sensitized solar cells   | Novel metal-free organic dyes constructed with the D-D|A-π-A motif: Sensitization and co-sensitization study | The researcher's guide to solid-state dye-sensitized solar cells 
Cu(tmby)2TFSI / WS72,metal_free_candidate_uncertain,1,11.7,11.7,13.8,1.07,,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
BD + HC5,metal_free_candidate_uncertain,2,11.4,11.6,22.22,707.5,0.723,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3TA01043K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells 
C272 / YD2-o-C8,metal_free_candidate_uncertain,1,11.6,11.6,16.88,915.0,0.754,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4EE03934C,A structurally simple perylene dye with ethynylbenzothiadiazole-benzoic acid as the electron acceptor achieves an over 10% power conversion efficiency  
CYC - B11,metal_free_candidate_uncertain,6,7.9967,11.5,14.7933,260.494,13.4067,,,TiO2,I3−/I−,glass,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1016/j.orgel.2013.05.039; 10.1016/j.rser.2016.06.045; 10.1039/C4CC09888A; 10.1039/C8TC03542C,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | New generation solar cells: concepts, trends and perspectives "
Cu2Zn.6Cd.4SnS4,metal_free_candidate_uncertain,2,10.55,11.5,25.4,0.616,66.05,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solmat.2018.05.003,"Substitution of Zn in Earth‐Abundant Cu2ZnSn(S,Se)4 based thin film solar cells – A status review"
PRT-22,metal_free_candidate_uncertain,1,11.16,11.16,20.4,740.0,0.739,,,,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
BD,metal_free_organic_candidate,10,5.725,11.1,12.531,132.3226,0.6693,,CC(CCO)O,TiO2,,FTO,elsevier; rsc,metal_free_smiles_screen,10.1016/j.solener.2019.05.037; 10.1016/j.solmat.2007.03.009; 10.1039/C3TA01043K; 10.1039/C7CS00565B; 10.1039/C8RA00862K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells  | Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer  | New pyridyl-based dyes for co-sensitization in dye sensitized solar cells
SGT - 136,metal_free_candidate_uncertain,1,11.04,11.04,18.35,804.0,74.84,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
SK202,metal_free_candidate_uncertain,3,10.8333,11.0,16.8333,902.6667,71.5,,,TiO2,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.05.053,Improving energy transfer efficiency of dye-sensitized solar cell by fine tuning of dye planarity
XW4 + C1,metal_free_candidate_uncertain,2,10.725,11.0,20.15,368.368,35.855,,,SnO2; TiO2,iodide/triiodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C4DT02756F; 10.1039/C7CC09671B,"Porphyrin-sensitized solar cells: systematic molecular optimization, coadsorption and cosensitization  | Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights "
WS-70,metal_free_candidate_uncertain,2,10.35,11.0,13.8,0.98,0.765,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C8EE00661J,Comprehensive control of voltage loss enables 11.7% efficient solid-state dye-sensitized solar cells  
Cu(tmby)2TFSI / Y123,metal_free_candidate_uncertain,1,11.0,11.0,13.9,1.08,,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
Solar,metal_free_candidate_uncertain,1,11.0,11.0,22.0,0.729,,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2010.03.016,Toward integrated PV panels and power electronics using printing technologies
PRT-21,metal_free_candidate_uncertain,1,10.81,10.81,19.0,760.0,0.749,,,,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
PBP4,metal_free_candidate_uncertain,1,10.81,10.81,,1391.0,,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.molliq.2019.01.078,Application of quantitative prediction to design new organic dyes in dye sensitized solar cells
SGT - 021,metal_free_candidate_uncertain,3,8.3467,10.8,12.9667,863.7333,75.8533,,,TiO2,I−/I3−,,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.mtener.2018.05.003; 10.1039/C6TA09836C; 10.1039/C8TC05283B,"Comparative study of edge-functionalized graphene nanoplatelets as metal-free counter electrodes for highly efficient dye-sensitized solar cells | Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells   | Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
N945,metal_free_organic_candidate,3,10.0,10.8,17.28,0.7877,0.7233,,C1[C@@H](NC2=CC=CC=C21)C(=O)O,TiO2,I3−/I−; T2/T−,glass,elsevier,metal_free_smiles_screen,10.1016/j.ccr.2012.02.005; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells"
SGT - 023,metal_free_candidate_uncertain,1,10.8,10.8,16.9,848.0,75.8,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TC05283B,Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells  
SGT - 025,metal_free_candidate_uncertain,1,10.8,10.8,16.9,848.0,75.8,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C8TC05283B,Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells  
XS3 + XW4,metal_free_candidate_uncertain,1,10.75,10.75,19.96,728.0,0.74,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4CC07963A,Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells  
CM-b,metal_free_candidate_uncertain,4,9.9,10.7,21.23,741.3333,62.8667,,,TiO2,I−/I3−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C6TA02888H,Porphyrins with intense absorptivity: highly efficient sensitizers with a photovoltaic efficiency of up to 10.7% without a cosensitizer and a coabsorbate  
BD + HC3,metal_free_candidate_uncertain,1,10.7,10.7,21.4,698.0,0.713,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3TA01043K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells 
Sharp,metal_free_candidate_uncertain,1,10.7,10.7,17.75,0.872,68.9,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.03.004,Silicon back contact solar cell configuration: A pathway towards higher efficiency
"Sony , 8 parallel cells",metal_free_candidate_uncertain,1,10.7,10.7,17.75,0.872,68.9,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.03.004,Silicon back contact solar cell configuration: A pathway towards higher efficiency
C107,metal_free_candidate_uncertain,1,10.7,10.7,19.18,0.739,0.751,,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=CC=C2/C=C\3/C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C,TiO2,I3−/I−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
Image 31,metal_free_candidate_uncertain,1,10.7,10.7,16.71,883.0,0.722,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
YA422,metal_free_candidate_uncertain,2,9.915,10.65,15.34,0.853,0.72,,,TiO2,,FTO,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.10.061; 10.1039/C6CS00752J,Counter electrodes in dye-sensitized solar cells  | Novel metal-free organic dyes constructed with the D-D|A-π-A motif: Sensitization and co-sensitization study
C105,metal_free_candidate_uncertain,1,10.61,10.61,18.74,0.754,0.751,,,TiO2,I3−/I−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
C104,metal_free_candidate_uncertain,2,10.53,10.53,17.87,0.76,0.773,,,TiO2,I3−/I−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1016/j.rser.2016.06.045,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
PRT-24,metal_free_candidate_uncertain,1,10.51,10.51,20.1,730.0,0.716,,,,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
WW-6,metal_free_candidate_uncertain,2,10.5,10.5,17.69,0.809,0.735,,,SnO2,iodide/triiodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C4DT02756F; 10.1039/C6TA02509A, N -Annulated perylene substituted zinc–porphyrins with different linking modes and electron acceptors for dye sensitized solar cells   | Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
XS3 + XW3,metal_free_candidate_uncertain,1,10.45,10.45,19.89,720.0,0.73,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4CC07963A,Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells  
PRT-23,metal_free_candidate_uncertain,1,10.43,10.43,18.7,760.0,0.734,,,,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
C1,metal_free_organic_candidate,25,3.3482,10.4,7.9133,432.4158,47.2138,,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,TiO2; titania,I-/I3-; I−/I3−,FTO; indium doped tin oxide,elsevier; rsc,metal_free_smiles_screen; organic_keyword:carbazole,10.1016/j.crci.2019.08.002; 10.1016/j.dyepig.2013.10.013; 10.1016/j.jphotochem.2016.01.018; 10.1016/j.jpowsour.2010.12.038; 10.1016/j.molstruc.2019.127202,Effect of combination of natural dyes and post-TiCl4 treatment in improving the photovoltaic performance of dye-sensitized solar cells | Experimental and theoretical analysis of organic dyes having a double D-π-A configurations for dye-sensitized solar cells | Exploring the application of new carbazole based dyes as effective p-type photosensitizers in dye-sensitized solar cells
C257,metal_free_candidate_uncertain,4,10.175,10.4,7.17,858.75,0.764,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3EE42331J,Design of high-efficiency organic dyes for titania solar cells based on the chromophoric core of cyclopentadithiophene-benzothiadiazole  
C272,metal_free_candidate_uncertain,2,10.4,10.4,15.42,908.0,0.743,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C4EE03934C; 10.1039/C5TA09136E,A structurally simple perylene dye with ethynylbenzothiadiazole-benzoic acid as the electron acceptor achieves an over 10% power conversion efficiency   | Unlocking the effects of ancillary electron-donors on light absorption and charge recombination in phenanthrocarbazole dye-sensitized solar cells  
C103,metal_free_candidate_uncertain,2,9.45,10.4,17.14,355.38,0.7475,,,TiO2,I3−/I−,glass,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1039/C3CS60409H,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Ionic liquid-based green processes for energy production 
YD2-o-C8 + CD4 + YDD6,metal_free_candidate_uncertain,1,10.4,10.4,19.28,0.753,0.719,,,SnO2,iodide/triiodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
10.16 × 10 − 6,metal_free_candidate_uncertain,1,10.34,10.34,20.46,835.0,0.63,,,TiO2,,ITO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2016.05.022,Synthesis of a high efficiency novel working electrode scandium/HOMBIKAT in dye-sensitized solar cells
XW4,metal_free_candidate_uncertain,5,8.52,10.3,17.2325,351.3515,18.03,,,TiO2,,FTO,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.cclet.2019.12.038; 10.1039/C4CC07963A; 10.1039/C7CC09671B; 10.1039/C7CS00565B,"Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells   | Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer  | Porphyrin-sensitized solar cells: systematic molecular optimization, coadsorption and cosensitization "
LD31 + AN-4,metal_free_candidate_uncertain,1,10.3,10.3,20.27,0.704,0.718,,,SnO2,iodide/triiodide,,rsc,no_heavy_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
1 ( Y123 ),metal_free_candidate_uncertain,1,10.3,10.3,15.9,910.0,0.71,,,TiO2,,ITO,rsc,no_heavy_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
2 ( C219 ),metal_free_candidate_uncertain,1,10.3,10.3,17.9,770.0,0.73,,,TiO2,,ITO,rsc,no_heavy_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
IJ-1,metal_free_candidate_uncertain,1,10.3,10.3,19.2,0.74,0.72,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
G5,metal_free_organic_candidate,7,8.2271,10.26,13.9586,618.2213,0.6944,,C\1S(=O)(=O)C/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)/C1=C/C3=CC=C(C=C3)[N+](=O)[O-],TiO2,,FTO,elsevier; rsc,metal_free_smiles_screen; no_heavy_metal_keyword_detected; organic_keyword:cyanoacrylic,10.1016/j.dyepig.2016.04.020; 10.1039/C6SE00014B,Effect of spacers and anchoring groups of extended π-conjugated tetrathiafulvalene based sensitizers on the performance of dye sensitized solar cells   | Molecular engineering of largely π-extended metal-free sensitizers containing benzothiadiazole units: Approaching 10% efficiency dye-sensitized solar cells using iodine-based electrolytes
LD16,metal_free_candidate_uncertain,1,10.24,10.24,20.587,0.707,70.37,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2EE03308A,Enveloping porphyrins for efficient dye -sensitized solar cells  
CYC - B11 0.18,metal_free_candidate_uncertain,2,8.915,10.23,16.415,0.7505,0.725,,,TiO2,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ccr.2017.09.026,Nanofillers in the electrolytes of dye-sensitized solar cells – A short review
